ccdB_K12_t30 ccdB_K12_t60 ccdB_K12_t90 lacZ_K12_t30 lacZ_K12_t60 lacZ_K12_t90 lacZ_MG1063_t0 lacZ_MG1063_t30 lacZ_MG1063_t60 lacZ_MG1063_t90 lacZ_MG1063_120 ccdB_MG1063_t0 ccdB_MG1063_t30 ccdB_MG1063_t60 lacZ_W1863_t30 lacZ_W1863_t60 lacZ_W1863_t90 ccdB_W1872_t0 ccdB_W1872_t30 ccdB_W1872_t60 ccdB_W1872_t90 M9_K_arcA_anaerobic M9_K_oxyR_anaerobic M9_K_soxS_anaerobic fnr_wtAnaerobic cybr_N_log MG1063_uninduced_t0 MG1063_uninduced_t60 norfloxacin_MG1063_t30 norfloxacin_MG1063_t60 norfloxacin_chelator_MG1063_t0 BW25113_uninduced_t30 BW25113_uninduced_t60 BW25113recA_uninduced_t0 BW25113recA_uninduced_t30 BW25113recA_uninduced_t60 ph5.7_anaerobic ph7_anaerobic ph8.5_anaerobic MG1655_t150_aerobic MG1655_t86400_cecum suspension_4hr TG1_pBS_Kan_H_prod TG1_pBS_Kan_Synhox_H_prod rb_del_rpoS_biofilm rb_wt_biofilm rb_del_rpoS_exponential HU_wt_LB_exp HU_wt_LB_trans HU_hupA_LB_trans HU_hupB_LB_exp bform_biofilm_maturation Fp_K12_exp Fp_MG1655_biofilm Fp_MG1655_pBR322_biofilm
b4106 8.2177696228027 7.7743201255798 8.0251502990723 8.1130895614624 8.3903999328613 8.5872201919556 7.9535150527954 7.933629989624 7.975025177002 7.9161348342896 7.7534599304199 7.9681000709534 8.0080850124359 8.170569896698 8.0226402282715 8.0549201965332 8.2941799163818 8.0360403060913 7.8880701065063 8.1517896652222 8.5743398666382 7.8440365791321 7.8345899581909 7.7251199086507 8.4012200037638 8.3208999633789 7.8043899536133 7.9063901901245 8.1614799499512 8.1589498519897 7.9049100875854 7.9514899253845 7.6966600418091 7.8135499954224 7.8874201774597 7.7932901382446 7.949925994873 7.9520840644836 8.0161699295044 7.9842352867126 7.9319661140442 7.9741902351379 7.6949501037598 8.29368019104 8.0392300287882 8.597336769104 8.0846730868022 8.0005397796631 8.1564197540283 8.1851596832275 7.9775800704956 7.9379901885986 8.3309750556946 8.4868233998617 8.4242699940999
b4105 8.2494897842407 8.0800895690918 8.2304201126099 8.3036298751831 8.4218597412109 8.7433996200562 8.1177949905396 8.1928453445435 8.237144947052 8.0965647697449 7.9964599609375 8.1936001777649 8.2406949996948 8.39182472229 8.2439699172974 8.2232599258423 8.5034704208374 8.2703399658203 8.1877298355103 8.3848304748535 8.8240699768066 8.1346530914307 7.8882101376851 7.9509933789571 8.307913462321 8.3817648887634 8.0291299819946 8.1443996429443 8.2099103927612 8.2996397018433 8.0627098083496 8.2552404403687 7.8828501701355 8.0000495910645 8.1113796234131 8.0954704284668 8.1833059310913 8.1952598571777 8.0829581260681 8.2938299179077 8.5530702590942 8.3475198745728 8.1804103851318 8.625880241394 7.9334699312846 9.0052366256714 8.0143000284831 8.3094100952148 8.3138999938965 8.3570098876953 8.2091398239136 6.8563232421875 7.9429798126221 7.8621298472087 7.7768799463908
b4104 7.8318400382996 7.6159501075745 7.7658100128174 7.8997597694397 7.8720297813416 8.0440797805786 7.7996900081635 7.8897747993469 7.8453900814056 7.8031399250031 7.7771401405334 7.9002048969269 7.8961601257324 7.9899251461029 7.8632497787476 7.9948501586914 8.0242099761963 7.9129500389099 7.6899800300598 7.7366499900818 8.2475900650024 7.6861100196838 7.4805067380269 7.6365200678507 8.2029498418172 8.1281599998474 7.6723499298096 7.6535801887512 7.9069499969482 7.9728298187256 7.6744198799133 7.8448300361633 7.4615302085876 7.7754101753235 7.8295998573303 7.7242298126221 7.9304460525513 7.9396679878235 8.0458840370178 7.842444896698 8.128554058075 7.9175901412964 7.9749698638916 8.0890598297119 7.6600000063578 8.4534098307292 7.8702133496602 7.8662948608398 7.8808097839355 8.023850440979 7.8087501525879 7.9882334073385 8.8843398094177 8.6249930063883 8.6249367396037
b4102 7.7590298652649 7.6582198143005 7.7466101646423 7.6897602081299 7.7919502258301 7.8901300430298 7.4894499778748 7.5836799144745 7.5861649513245 7.5231051445007 7.7056498527527 7.5094947814941 7.563775062561 7.6768450737 7.565269947052 7.6394000053406 7.5864500999451 7.6427597999573 7.4305000305176 7.5981101989746 8.0584001541138 7.3332433700562 7.1580033302307 7.2685701052348 7.7783765792847 7.2336900234222 7.5677199363708 7.5940999984741 7.7431697845459 7.9267101287842 7.3878698348999 7.3826498985291 7.215350151062 7.7163600921631 7.5211300849915 7.4391298294067 7.4848940849304 7.4146360397339 7.5474419593811 7.4064450263977 7.8861440658569 7.6097898483276 7.513090133667 7.7017798423767 7.4060699144999 8.2153234481812 7.8545767466227 7.4980099201202 7.9119701385498 7.5479001998901 7.8216700553894 7.5632365544637 8.6151349544525 8.3774798711141 8.6920134226481
b4101 8.9367904663086 8.8308601379395 9.0181102752686 8.7679300308228 8.8702898025513 9.0225400924683 8.7060251235962 8.7797646522522 8.842725276947 8.8152599334717 8.9807300567627 8.7530398368835 8.6943349838257 8.8324151039124 8.7967901229858 8.773229598999 8.5647401809692 8.6622495651245 8.3822002410889 8.7922697067261 8.9452104568481 8.4768533706665 8.2828400929769 8.4835433959961 9.0690301259359 8.2462301254272 8.7010898590088 8.7067499160767 8.78892993927 8.8370800018311 8.647780418396 8.3952198028564 8.4451303482056 8.7410202026367 8.6064300537109 8.5137500762939 8.7532320022583 8.9095579147339 8.9312398910522 8.6935396194458 8.834395980835 8.5535202026367 8.9052095413208 9.0018100738525 8.4639832178752 9.1318899790446 8.6187098821004 8.6490602493286 9.0130701065063 8.7150602340698 9.0690898895264 7.8677965799967 9.0861301422119 8.5183267593384 9.2374668121338
b4100 8.6424598693848 8.5656404495239 8.5747299194336 8.623649597168 9.0146999359131 8.8771696090698 8.5921196937561 8.5330948829651 8.6370997428894 8.5359649658203 8.6853199005127 8.5306301116943 8.5711650848389 8.6752099990845 8.564359664917 8.5454502105713 8.4560203552246 8.575779914856 8.5252504348755 8.5843496322632 8.8180599212646 8.2605034510295 8.0717533429464 8.3124367396037 8.8539832433065 8.2351899147034 8.5691299438477 8.5993499755859 8.7171697616577 8.8054599761963 8.4561395645142 8.2013101577759 8.3616304397583 8.4787998199463 8.4858198165894 8.3183097839355 8.5575540542603 8.6549379348755 8.5943778991699 8.4056901931763 8.6213659286499 8.2940301895142 8.5010900497437 8.6332702636719 8.1876800855001 9.0119234720866 8.4132165908813 8.547945022583 8.7608804702759 8.5144100189209 8.8067798614502 8.0411168734233 9.3828401565552 8.6270300547282 8.8690166473389
b4099 8.8077001571655 8.7556600570679 8.8828601837158 8.6780195236206 8.9225902557373 9.1150503158569 8.682195186615 8.6432399749756 8.6908798217773 8.7253150939941 8.8588895797729 8.6505899429321 8.6283798217773 8.7810850143433 8.7103099822998 8.7075099945068 8.6044397354126 8.4289999008179 8.5685501098633 8.7326097488403 8.9937000274658 8.3920399347941 8.2410163879395 8.3680632909139 8.6826098759969 8.4593801498413 8.5385599136353 8.5612602233887 8.5909004211426 8.6717395782471 8.4679298400879 8.3451995849609 8.4135398864746 8.5954599380493 8.5124101638794 8.4094400405884 8.6045860290527 8.5916521072388 8.4474700927734 8.535059928894 9.1520460128784 8.7589702606201 8.7788000106812 8.9260396957397 8.4484367370605 9.4601265589396 8.7609968185425 8.6997051239014 8.9054098129272 8.7419004440308 8.9944801330566 7.2080766359965 8.5678300857544 8.1867567698161 8.3800799051921
b4098 8.8975896835327 8.9093904495239 9.0603504180908 8.9046897888184 9.2428798675537 9.3574695587158 8.8047251701355 8.7590651512146 8.857940196991 8.8254051208496 9.0643196105957 8.8230152130127 8.7681751251221 8.9249000549316 8.8387498855591 8.8814001083374 8.9145603179932 8.7669696807861 8.7147903442383 8.8850603103638 9.406120300293 8.512126604716 8.4209467569987 8.4999901453654 9.1048501332601 8.6340146064758 8.7587003707886 8.7321996688843 8.7982797622681 8.7475500106812 8.5533895492554 8.7474803924561 8.6787900924683 8.8255500793457 8.6718902587891 8.754340171814 8.8316381454468 8.9008001327515 8.8107179641724 8.6026000976562 9.3768199920654 8.8053102493286 9.1909399032593 9.2810201644897 8.6907768249512 10.062576293945 8.7013400395711 8.9453101158142 9.2508096694946 9.0557203292847 9.236029624939 7.9226833979289 9.1388802528381 8.6839297612508 8.5300200780233
b4097 8.3129301071167 8.3023700714111 8.5953998565674 8.4527502059937 8.5567302703857 8.5113296508789 8.3626246452332 8.2451300621033 8.4277901649475 8.3070850372314 8.4806995391846 8.2896151542664 8.3892550468445 8.4837503433228 8.3306398391724 8.2804403305054 8.3074398040771 8.2169399261475 8.161060333252 8.4244298934937 8.6177396774292 8.0518666903178 8.0666100184123 8.0866799354553 8.6088368097941 8.3303747177124 8.331859588623 8.3736896514893 8.4101800918579 8.4824695587158 8.134220123291 8.3264198303223 8.1300096511841 8.2386999130249 8.1898097991943 8.1693801879883 8.437047958374 8.4037441253662 8.4294239044189 8.1428098678589 8.6043159484863 8.4252300262451 8.5240297317505 8.3688297271729 8.1721800168355 9.0016600290934 8.4118865331014 8.4514851570129 8.7209701538086 8.4491195678711 8.7333097457886 8.1958897908529 8.9959797859192 8.911989847819 8.9615799585978
b4096 8.1167802810669 8.1013097763062 8.1415004730225 8.1767301559448 8.4604902267456 8.4869604110718 8.1003451347351 8.013454914093 8.1913046836853 8.0539247989655 8.2355604171753 8.0192651748657 8.1461849212646 8.1962699890137 8.1579704284668 8.1694498062134 8.1580400466919 8.0736398696899 8.0629997253418 8.1016798019409 8.4222402572632 7.9057499567668 7.7958699862162 7.8128798802694 8.343866666158 8.1434750556946 7.9047198295593 8.0331802368164 8.0394401550293 8.1620302200317 7.8735399246216 7.9191498756409 7.8688898086548 8.0777702331543 7.9369301795959 7.8877201080322 8.0135241508484 7.9830221176147 7.9623538970947 7.9054148197174 8.2076278686523 8.0509996414185 7.8689398765564 8.4711503982544 8.0077231725057 8.7036666870117 8.147616704305 8.1874098777771 8.4143104553223 8.161919593811 8.3114500045776 8.1821567217509 8.8656349182129 8.1487234433492 8.4146099090576
b4095 8.2760400772095 8.3037300109863 8.3505096435547 8.4619302749634 8.6398696899414 8.3303098678589 8.2576851844788 8.2522554397583 8.3286452293396 8.2718353271484 8.4638004302979 8.3161149024963 8.4659247398376 8.5053300857544 8.3147497177124 8.2177200317383 8.2360696792603 8.2972497940063 8.3234701156616 8.3727197647095 8.6236295700073 8.1773900985718 8.1644468307495 8.1384765307109 8.6256033579508 8.3827900886536 8.2512798309326 8.2822799682617 8.3727397918701 8.4045000076294 8.1196804046631 8.2570199966431 8.2126197814941 8.4175500869751 8.1958103179932 8.2536401748657 8.4962741851807 8.4679981231689 8.4122941970825 8.3310499191284 8.5026500701904 8.4814701080322 8.063850402832 8.733790397644 8.2763833999634 9.1707903544108 8.4944168726603 8.5360999107361 8.5209903717041 8.4026803970337 8.5264902114868 8.0341733296712 9.1717500686646 8.6264632542928 8.7447999318441
b4094 7.9936499595642 8.0333003997803 8.0263700485229 8.023889541626 8.1406097412109 8.0671796798706 7.7567048072815 7.7841000556946 7.9785249233246 7.8507649898529 7.9688200950623 7.8102600574493 7.8460099697113 7.9079649448395 8.034930229187 8.0722303390503 7.9000101089478 7.9168100357056 7.8647899627686 7.9656400680542 8.1045503616333 7.8128733634949 7.7360466321309 7.6913833618164 8.033473332723 7.9268200397491 7.7714099884033 7.8941698074341 7.8266801834106 7.98907995224 7.6871299743652 7.8148598670959 7.8379502296448 7.8000202178955 7.9158401489258 7.8593401908875 7.9595860481262 7.8891639709473 7.9783781051636 7.8863849639893 8.2733238220215 7.9758400917053 7.7177200317383 8.1309700012207 7.5661333401998 8.4097566604614 7.8423299789429 7.9655599594116 7.9557299613953 7.9109802246094 7.9594697952271 7.5590333938599 7.9635999202728 7.5055567423503 7.4038600921631
b4093 7.9600300788879 7.8247499465942 7.7963399887085 7.8927698135376 8.0328998565674 7.9939198493958 7.9648199081421 8.1418499946594 8.1956448554993 8.0772347450256 8.2497100830078 7.9602100849152 8.1112303733826 8.0791449546814 8.2257499694824 8.2297096252441 8.0631103515625 8.0437602996826 8.1686401367188 8.2126502990723 8.3194103240967 8.4217700958252 8.1681499481201 8.1607968012492 7.9311564763387 7.9628200531006 8.1049203872681 8.0459604263306 8.0834798812866 8.2234601974487 7.9393701553345 8.342960357666 8.4355001449585 7.889760017395 8.2179498672485 8.2066297531128 8.524635887146 8.0417240142822 8.3293899536133 8.0647048950195 8.2132701873779 8.4000701904297 7.7827801704407 7.9639101028442 7.7044866879781 8.4265699386597 7.8274566332499 7.9213650226593 7.9673099517822 8.0052900314331 7.9965500831604 7.6962833404541 7.9175848960876 8.0279332796733 7.8918733596802
b4092 7.5545101165771 7.5414900779724 7.5360398292542 7.4750499725342 7.6787600517273 7.478759765625 7.4531798362732 7.530779838562 7.6195199489594 7.5798099040985 7.6176400184631 7.4547400474548 7.6752300262451 7.5746500492096 7.5379600524902 7.5722298622131 7.3331899642944 7.4669198989868 7.5693001747131 7.5283699035645 7.7241101264954 7.8895699183146 7.7721268335978 7.6827634175618 7.3569334348043 7.3054249286652 7.5317301750183 7.6068501472473 7.5500102043152 7.6570301055908 7.413990020752 7.7042798995972 7.8081798553467 7.4624300003052 7.5373201370239 7.5105199813843 7.7209559440613 7.3639779090881 7.5251659393311 7.6469600200653 7.8938659667969 8.2778196334839 7.9954600334167 7.8176097869873 7.3980865478516 8.1384166081746 7.3914098739624 7.4537949562073 7.5571298599243 7.5057401657104 7.515860080719 8.1264634132385 7.6517250537872 7.6032768885295 7.4969833691915
b0383 7.9656801223755 7.5666298866272 7.7755699157715 7.7534699440002 7.8361301422119 8.4198703765869 7.4041697978973 7.466894865036 7.4307551383972 7.4935150146484 7.4760899543762 7.2895548343658 7.3664350509644 7.7056751251221 7.6400699615479 7.6682200431824 7.6890802383423 7.7326998710632 7.2363801002502 7.7472200393677 8.2589302062988 7.9402200380961 7.7239567438761 7.6160232226054 7.6677967707316 7.6747400760651 7.3785901069641 7.5700302124023 7.4695801734924 7.6446900367737 7.2811698913574 7.7354297637939 8.3569602966309 7.8940801620483 8.071120262146 7.836669921875 7.4535700798035 7.53963804245 7.6207060813904 7.8390650749207 7.8527899742126 7.9013500213623 7.5672998428345 7.6915202140808 7.8701065381368 7.9403732617696 8.5174802144368 7.7086799144745 7.9518699645996 7.786600112915 7.8447999954224 7.0307065645854 8.157555103302 7.7457998593648 7.8831566174825
b0399 8.1929798126221 8.0843000411987 8.603099822998 8.2830295562744 8.805139541626 8.7183399200439 8.1377201080322 8.256420135498 8.1133146286011 8.2414503097534 8.2307100296021 8.1470150947571 8.2770199775696 8.4320049285889 8.120719909668 8.3175201416016 7.7661700248718 8.1203699111938 8.061710357666 8.4158096313477 8.4405298233032 8.2122268676758 8.3657197952271 8.2098436355591 8.5779034296672 8.186224937439 8.2683801651001 8.2497901916504 8.377420425415 8.3689298629761 8.0911502838135 8.4491596221924 8.2874097824097 8.1197099685669 8.2488698959351 8.2722702026367 8.3391660690308 8.2585741043091 8.3049139022827 8.4005999565125 8.5819980621338 8.5318403244019 7.9642400741577 8.6064300537109 8.8675435384115 8.7493133544922 8.6509364446004 8.036080121994 8.5332098007202 8.2403802871704 8.3289699554443 8.3685735066732 8.6688299179077 8.5079800287882 8.612356821696
b0241 7.0480799674988 6.8573398590088 6.913459777832 6.9998297691345 7.1703100204468 7.1742701530457 6.6827998161316 6.6023850440979 6.6331148147583 6.5374948978424 6.7081799507141 6.6006951332092 6.7680399417877 6.7047798633575 6.8119897842407 6.9669198989868 6.2410101890564 6.9271202087402 6.6467700004578 6.8481798171997 7.2304601669312 6.7243099212646 6.8232332865397 6.5918800036112 7.3619133631388 6.9114499092102 6.800509929657 6.8048000335693 6.8172898292542 6.91565990448 6.5655899047852 6.9937300682068 6.7480001449585 6.8388900756836 6.7700500488281 6.8616299629211 6.8902500152588 6.9627181053162 6.7441740989685 6.9660198688507 6.9666700363159 6.9032998085022 7.5650901794434 8.5463600158691 7.0204499562581 7.6318033536275 7.5593034426371 6.6922550201416 6.9063501358032 6.7939500808716 6.8155999183655 5.9093565940857 7.1119701862335 6.8578899701436 6.6641600926717
b1020 6.4444699287415 6.4592399597168 6.7735900878906 6.6319699287415 6.9962801933289 7.0034098625183 6.5468299388885 6.477655172348 6.4529302120209 6.5166351795197 6.4755702018738 6.4932701587677 6.6225500106812 6.7696750164032 6.7017202377319 6.6534700393677 7.0358300209045 6.611120223999 6.4432501792908 6.7360701560974 6.8419599533081 8.7926200230916 6.4986433982849 6.5274300575256 7.0573533376058 7.1195051670074 6.4778699874878 6.6248497962952 6.7189002037048 6.8668699264526 6.6241202354431 6.8046998977661 6.7325100898743 6.349949836731 6.6692399978638 6.8802900314331 6.6208660125732 6.5414700508118 6.6332899093628 6.7325749397278 6.8385920524597 6.7955298423767 6.1059699058533 6.9511499404907 6.6694366137187 7.0835434595744 7.5008633931478 6.62251496315 6.9047198295593 6.6384000778198 6.824490070343 7.170286655426 7.4463050365448 6.684983253479 6.6070300738017
b1130 10.649399757385 10.474100112915 10.661600112915 9.7924995422363 9.0121603012085 9.3800802230835 10.020579814911 10.10684967041 9.9237399101257 10.21755027771 10.222100257874 9.9049501419067 9.6444697380066 8.8615798950195 10.621399879456 10.271699905396 10.693099975586 10.441499710083 9.7414798736572 9.4309997558594 9.1218595504761 10.863200187683 10.737533251444 10.731099764506 10.036873181661 10.903800010681 9.8367795944214 10.015800476074 9.8554096221924 8.9707899093628 10.080200195312 10.756799697876 11.054900169373 9.7994604110718 10.191800117493 10.416000366211 10.461720085144 9.774806022644 10.196542167664 10.158699989319 9.4613498687744 10.254599571228 11.279700279236 10.541199684143 11.230666478475 9.4671599070231 10.613266626994 10.009949684143 9.9809503555298 10.033499717712 9.7996301651001 10.096673329671 9.1172451972961 9.9426633516947 10.310303211212
b1129 8.4995002746582 8.1788501739502 8.1917200088501 7.8047099113464 7.2990698814392 7.5645999908447 8.0175352096558 8.1631851196289 7.9836297035217 8.0066647529602 7.8612899780273 7.983510017395 7.7337899208069 7.3108050823212 8.3761396408081 8.0860204696655 7.8067197799683 8.3970899581909 7.9377698898315 7.330249786377 7.3912801742554 8.3230435053507 8.1105998357137 8.2406098047892 7.9862265586853 8.1918249130249 7.8576498031616 8.0302295684814 8.0046901702881 7.5291800498962 7.9836101531982 8.5420904159546 8.618390083313 7.8549499511719 8.1416997909546 8.0754995346069 7.8602021217346 7.6519160270691 8.0934140205383 8.1312303543091 7.7463359832764 8.0570402145386 7.3251700401306 7.843279838562 8.1537698109945 8.3648834228516 7.8524765968323 7.8454649448395 7.8483400344849 7.9370698928833 7.8496499061584 7.2658298810323 7.2820348739624 7.3747433026632 7.4534300168355
b0400 7.2030100822449 7.2480001449585 7.2492599487305 7.3509497642517 7.6812701225281 7.606810092926 7.1114799976349 7.1738750934601 7.1879148483276 7.0493500232697 7.1818799972534 6.9713850021362 7.210725069046 7.3274199962616 7.1550102233887 7.2702398300171 6.5851101875305 7.182089805603 7.1907801628113 7.2107200622559 7.4589200019836 7.1809366544088 7.221066792806 7.0975267092387 7.6623199780782 7.3002300262451 7.276909828186 7.2336101531982 7.2867999076843 7.4830098152161 7.1594300270081 7.1688199043274 7.0694298744202 7.1607398986816 7.2494797706604 7.138659954071 7.0707921028137 7.0946358680725 7.1204319953918 7.2251398563385 7.3863179206848 7.3948698043823 7.2601900100708 7.4863500595093 7.7889399528503 7.9554867744446 7.7990465164185 7.0459001064301 7.1749200820923 7.1044101715088 7.1892499923706 7.1050300598145 7.7163751125336 7.1935033798218 7.3172167142232
b3724 8.5264301300049 7.4108700752258 7.8419399261475 7.9085302352905 7.9440398216248 7.9844899177551 8.0264151096344 8.2776598930359 8.302619934082 8.2167201042175 8.0300798416138 8.0971899032593 8.2421503067017 8.0431499481201 7.5026898384094 7.8082299232483 7.6807999610901 7.7641401290894 7.7164897918701 7.9193801879883 7.8562002182007 8.2092666625977 8.1958967844645 8.3835198084513 8.3014300664266 8.2342948913574 7.7541298866272 8.3650703430176 8.3712100982666 8.6732397079468 7.8233098983765 8.1033296585083 8.5388402938843 7.8557300567627 8.1177196502686 8.3829202651978 7.7095238685608 7.6516619682312 7.9335659980774 7.6407899856567 7.7390120506287 7.4092497825623 7.6766500473022 7.5436902046204 8.1831766764323 7.9203333854675 8.3970766067505 8.1548900604248 8.1834001541138 8.1873502731323 8.0253496170044 8.9336468378703 7.7658097743988 8.2333734830221 7.6906468073527
b3379 6.4221000671387 6.3934302330017 6.4530200958252 6.4704899787903 6.7727499008179 6.6664700508118 6.4673149585724 6.4223051071167 6.3978850841522 6.4435198307037 6.4492697715759 6.5438849925995 6.4912900924683 6.6716449260712 6.2833700180054 6.5201301574707 6.4681301116943 6.3825402259827 6.3744797706604 6.4530501365662 6.5530500411987 6.40358654658 6.3682700792948 6.374770005544 6.4361433982849 6.8520350456238 6.4876198768616 6.4229497909546 6.4510898590088 6.7447400093079 6.5058798789978 6.4630098342896 6.3923001289368 6.3394198417664 6.3589901924133 6.4928297996521 6.2466361045837 6.2306760787964 6.3061520576477 6.4626400470734 6.7400740623474 6.5277800559998 6.2390899658203 6.5178098678589 6.6190299987793 7.0560199419657 6.6180265744527 6.5733649730682 6.4297699928284 6.5023999214172 6.5261597633362 6.1753600438436 6.5999648571014 6.9126633008321 6.9146734873454
b0708 8.7655401229858 8.6950302124023 8.7188196182251 8.6710195541382 8.8936700820923 8.9708595275879 8.3238949775696 8.5374798774719 8.5782103538513 8.515025138855 8.7690896987915 8.4102597236633 8.4360399246216 8.5193252563477 8.8230304718018 8.9069299697876 8.3243198394775 8.6994199752808 8.4987201690674 8.4284696578979 8.7696800231934 8.7684669494629 8.7079601287842 8.5896733601888 8.7234233220418 8.5935001373291 8.5124797821045 8.5675001144409 8.4440498352051 8.5624399185181 8.5649900436401 9.2946395874023 9.6518001556396 8.6015996932983 8.8352499008179 8.9465599060059 9.2078981399536 8.5957298278809 8.9002281188965 8.655650138855 9.0385942459106 9.3537902832031 8.5397300720215 8.8681802749634 8.9128630956014 9.2440436681112 8.8740100860596 8.6260304450989 8.8834600448608 8.8064203262329 8.8463802337646 7.8465666770935 8.6101498603821 9.0223932266235 8.6209298769633
b1158 8.466290473938 8.3997497558594 8.4977703094482 8.3828401565552 8.7635297775269 8.728630065918 8.1093149185181 8.1399550437927 8.1152648925781 8.1287202835083 8.119649887085 8.0736303329468 8.13121509552 8.3700051307678 8.124400138855 8.3566198348999 8.4976902008057 8.0293598175049 8.1905498504639 8.3373603820801 8.5051403045654 7.9270033836365 7.8950599034627 8.0312965710958 8.4661436080933 8.3590445518494 8.2803497314453 8.131890296936 8.476019859314 8.5870199203491 8.1111602783203 8.4743204116821 8.1598596572876 8.09547996521 7.9902501106262 8.0753803253174 8.2448298454285 8.2487300872803 8.1431518554687 8.4965748786926 8.8745399475098 8.5252504348755 7.5458102226257 8.3951902389526 8.3946666717529 9.1780932744344 8.3170234362284 8.1698050498962 8.0780897140503 8.3115997314453 7.8815398216248 6.8943332036336 8.5115299224854 7.7645034790039 7.7006799379985
b2648 6.1133298873901 5.9940400123596 6.1611800193787 6.0705499649048 6.418429851532 5.9346899986267 5.722510099411 5.7094299793243 5.8124098777771 5.7867350578308 5.8015298843384 5.7986350059509 5.8628451824188 5.8524851799011 5.6465201377869 5.8300399780273 5.5666899681091 5.8418397903442 5.7268300056458 5.7491798400879 5.6768999099731 5.5513367652893 5.6342600186666 5.6554567019145 6.1120632489522 5.7248549461365 5.8618302345276 5.7863402366638 5.9127202033997 6.1706199645996 5.8930101394653 5.8076300621033 5.6151299476624 5.9075598716736 5.6273598670959 5.6640400886536 5.737230014801 5.9909379005432 6.0199040412903 5.7739150524139 6.1471758842468 5.799280166626 5.7767601013184 5.9082899093628 6.0467367172241 6.6304833094279 6.2312165896098 5.8957149982452 5.9162998199463 6.0104298591614 6.0433301925659 6.8725934028625 6.9799201488495 7.2639832496643 7.1851568222046
b3493 9.6383695602417 9.5477895736694 9.1169700622559 10.112899780273 10.024000167847 9.8792495727539 10.739799976349 10.658850193024 10.722499847412 10.522900104523 10.56219959259 10.725599765778 10.828000068665 10.666650295258 9.695520401001 9.5146503448486 8.3425102233887 9.9093399047852 9.8067302703857 9.2460098266602 9.2198801040649 9.8678267796834 10.169699986776 10.230516433716 10.573333104451 10.915599822998 10.760000228882 10.909000396729 10.89490032196 10.932499885559 10.698300361633 9.2140703201294 8.8875999450684 11.222399711609 10.221500396729 9.6771402359009 8.9771799087524 9.7863161087036 10.022122001648 10.085350036621 9.4628059387207 9.3765001296997 9.1958103179932 9.4382696151733 9.8400834401449 9.0861498514811 9.5498434702555 9.633885383606 9.1417303085327 9.471079826355 9.6100797653198 9.7763430277507 9.0031900405884 9.5003503163656 9.8711868921916
b2987 7.2916698455811 7.3028898239136 7.4424901008606 7.3570699691772 7.871160030365 7.597559928894 7.1580200195312 6.9574949741364 7.0483348369598 6.9844200611115 7.0799899101257 7.0902500152588 7.2175400257111 7.2686598300934 7.1616101264954 7.1903600692749 7.3061599731445 7.1372599601746 7.111499786377 7.3512101173401 7.3568501472473 7.1947032610575 7.19553343455 7.3107266426086 7.4800233840942 7.3790547847748 7.2933402061462 7.1626400947571 7.1049299240112 7.1918702125549 6.9781498908997 7.2008299827576 6.894670009613 7.2549800872803 7.178909778595 7.0764698982239 7.2519399642944 7.2419800758362 7.2745400428772 7.2427999973297 7.5053540229797 7.2051701545715 7.2069001197815 7.7704601287842 7.3898366292318 7.9289035797119 7.3982866605123 7.4405248165131 7.5818901062012 7.6231999397278 7.6671099662781 6.9097398122152 7.0203800201416 7.0927165349325 7.5795701344808
b3821 8.7547597885132 8.5917901992798 8.6750402450562 8.7564897537231 8.8100595474243 8.7451200485229 9.2874250411987 9.2898497581482 9.3475499153137 9.3612699508667 9.2201700210571 9.2618002891541 9.4244298934937 8.9350051879883 8.9152402877808 8.7990598678589 8.4557399749756 8.9156999588013 9.083869934082 8.579400062561 8.4628896713257 8.4676300684611 8.8367668787638 8.8630196253459 8.6915766398112 8.7310948371887 9.3411798477173 9.3285799026489 9.4787197113037 9.4896697998047 9.3433599472046 8.4747800827026 8.2628898620605 8.8526401519775 8.7334899902344 8.35315990448 8.4167459487915 8.5893440246582 8.4355960845947 8.9106101989746 8.4231840133667 8.2522201538086 7.998300075531 8.5886096954346 8.2627731959025 8.6149435043335 8.4466530481974 8.74853515625 8.4548196792603 8.6301403045654 8.5275096893311 8.5524066289266 8.0458197593689 7.5813431739807 8.2241899172465
b3825 9.4158201217651 9.7106399536133 9.7011699676514 9.5951299667358 9.5629301071167 9.6000604629517 9.6936945915222 9.8376049995422 9.851459980011 9.9628047943115 9.8967599868774 9.6843600273132 10.031000137329 9.7571096420288 9.2310400009155 9.3865699768066 9.4209995269775 9.1448097229004 9.7664403915405 9.613109588623 9.36256980896 8.9701668421427 9.2661231358846 9.0313599904378 9.0914433797201 8.3189549446106 9.7511701583862 9.8384599685669 10.062999725342 10.097599983215 9.7913999557495 9.5762796401978 9.9862098693848 9.6166696548462 9.5951700210571 9.4671897888184 9.5022119522095 9.2079078674316 9.1555299758911 9.5049948692322 9.2538478851318 9.3032197952271 9.7168502807617 9.1350202560425 8.9391533533732 8.8735933303833 9.0697333017985 9.2252850532532 9.2409400939941 9.1709003448486 9.0901803970337 9.0616232554118 8.7719702720642 8.8446731567383 9.1221466064453
