ccdB_K12_t30 ccdB_K12_t60 ccdB_K12_t90 lacZ_K12_t30 lacZ_K12_t60 lacZ_K12_t90 lacZ_MG1063_t0 lacZ_MG1063_t30 lacZ_MG1063_t60 lacZ_MG1063_t90 lacZ_MG1063_120 ccdB_MG1063_t0 ccdB_MG1063_t30 ccdB_MG1063_t60 lacZ_W1863_t30 lacZ_W1863_t60 lacZ_W1863_t90 ccdB_W1872_t0 ccdB_W1872_t30 ccdB_W1872_t60 ccdB_W1872_t90 M9_K_arcA_anaerobic M9_K_oxyR_anaerobic M9_K_soxS_anaerobic fnr_wtAnaerobic cybr_N_log MG1063_uninduced_t0 MG1063_uninduced_t60 norfloxacin_MG1063_t30 norfloxacin_MG1063_t60 norfloxacin_chelator_MG1063_t0 BW25113_uninduced_t30 BW25113_uninduced_t60 BW25113recA_uninduced_t0 BW25113recA_uninduced_t30 BW25113recA_uninduced_t60 ph5.7_anaerobic ph7_anaerobic ph8.5_anaerobic MG1655_t150_aerobic MG1655_t86400_cecum suspension_4hr TG1_pBS_Kan_H_prod TG1_pBS_Kan_Synhox_H_prod rb_del_rpoS_biofilm rb_wt_biofilm rb_del_rpoS_exponential HU_wt_LB_exp HU_wt_LB_trans HU_hupA_LB_trans HU_hupB_LB_exp bform_biofilm_maturation Fp_K12_exp Fp_MG1655_biofilm Fp_MG1655_pBR322_biofilm
b3057 8.019229888916 7.9338898658752 7.9603500366211 8.029109954834 7.9662199020386 7.8518500328064 8.2473001480103 8.1245250701904 8.1702399253845 8.0228998661041 7.9899401664734 8.2128148078918 8.1299653053284 7.9923350811005 7.9400701522827 7.8866901397705 7.7751197814941 8.0538501739502 7.883339881897 7.6073498725891 7.8621001243591 7.9856365521749 8.2522637049357 8.30193678538 8.4555867513021 8.5909352302551 8.3939199447632 8.3281202316284 8.2294301986694 8.2321195602417 8.3330402374268 7.9285497665405 7.8297300338745 7.8826999664307 7.9612197875977 7.832200050354 8.1608200073242 8.4276659011841 8.1509101867676 8.122435092926 8.3085878372192 7.8279500007629 7.8425898551941 8.1138601303101 8.1282997131348 8.2361599604289 7.9659032821655 7.9800300598145 7.8957901000977 7.9578900337219 8.109299659729 9.140513420105 8.7645349502563 8.1799000104268 8.1849530537923
b2079 8.9377899169922 8.993800163269 8.6720504760742 8.8813896179199 8.677619934082 8.5969696044922 8.5850353240967 8.566969871521 8.5723152160645 8.5617799758911 8.5890703201294 8.5939197540283 8.5043597221375 8.6100101470947 8.6176595687866 8.606969833374 9.0773897171021 8.7424402236938 8.5991897583008 8.510009765625 8.3102502822876 9.1098200480143 9.1921202341715 9.1161632537842 8.9400033950806 8.908215045929 8.4840497970581 8.2987499237061 8.5801095962524 8.0287799835205 8.5276699066162 9.130350112915 9.193320274353 8.6605997085571 8.9528503417969 8.9301700592041 8.725484085083 8.5900020599365 8.7854499816895 8.6424446105957 8.5800401687622 8.5019798278809 7.8198099136353 8.0991897583008 8.7990735371908 7.9298297564189 8.8019666671753 8.790675163269 8.6528902053833 8.655309677124 8.5206699371338 8.401570002238 8.5071797370911 8.5521732966105 8.8217798868815
b2078 8.505539894104 8.4684400558472 8.4460697174072 8.4657201766968 8.5759296417236 8.4059600830078 8.2725248336792 8.2235898971558 8.3525547981262 8.3923349380493 8.3353099822998 8.2257452011108 8.3204102516174 8.439875125885 8.3134098052979 8.4976396560669 8.6163997650146 8.3550500869751 8.2977304458618 8.4364995956421 8.4736404418945 8.5116198857625 8.5296236673991 8.5593868891398 8.4232498804728 8.5129499435425 8.2311201095581 8.3915195465088 8.2826795578003 8.250129699707 8.2340202331543 8.3759498596191 8.2351198196411 8.2236700057983 8.325590133667 8.2790002822876 8.3797538757324 8.2777759552002 8.4897998809814 8.3053398132324 8.4877178192139 8.3304796218872 7.7194299697876 8.2190504074097 8.3258632024129 8.2549630800883 8.1447801589966 8.1578397750854 8.1772804260254 8.2444896697998 8.3408603668213 7.7773501078288 8.2579951286316 7.9431433677673 8.0110767682393
b0177 10.191599845886 9.8923101425171 9.6493701934814 10.125399589539 9.3073501586914 9.5972700119019 10.280150413513 10.089200019836 9.9390249252319 9.9270100593567 9.92333984375 10.231985092163 10.217350006104 10.425499916077 10.097200393677 9.7501096725464 9.6360301971436 10.303999900818 9.6602096557617 9.67982006073 9.7271299362183 10.464000066121 10.611766497294 10.617866516113 9.9281098047892 10.347249984741 10.430700302124 10.259400367737 9.9574899673462 9.9115104675293 10.195599555969 9.8268203735352 10.457699775696 11.006400108337 10.463700294495 10.685600280762 10.14452381134 10.47696018219 10.340191841125 10.59744977951 8.9146196365356 9.6712598800659 9.6279802322388 9.0348196029663 9.7030464808146 7.9640332857768 10.000666618347 9.957154750824 10.140199661255 10.030400276184 10.202500343323 9.1790866851807 8.6827499866486 8.9071135520935 9.1492433547974
b2512 9.8846101760864 9.8007402420044 9.411919593811 10.001899719238 9.6168098449707 9.6662902832031 10.823850154877 10.445250034332 10.170499801636 10.15355014801 10.152400016785 10.755399703979 10.46680021286 10.678149700165 10.388899803162 9.9236698150635 9.6971597671509 10.377400398254 10.184000015259 9.9024600982666 9.8178997039795 10.118500073751 10.148366610209 10.142466227214 9.8728033701579 10.182800292969 10.659700393677 10.324999809265 10.326399803162 10.208999633789 10.474599838257 10.430600166321 9.8895397186279 10.560400009155 10.187999725342 10.027899742126 10.374659919739 10.551000022888 10.614740180969 10.450500011444 10.129894256592 10.047300338745 9.7869396209717 9.4173202514648 9.8290265401204 8.9639631907145 9.785059928894 10.041194915771 9.215539932251 9.6452198028564 9.8970098495483 10.825733184814 9.0348799228668 9.2084399859111 9.0190666516622
b2477 9.8339500427246 9.7165498733521 9.9503297805786 10.192899703979 9.8513097763062 9.7344799041748 9.946560382843 9.8652801513672 9.7090249061584 9.7895002365112 9.6989402770996 10.054650306702 10.073884963989 10.219900131226 10.147899627686 9.8522996902466 9.4960203170776 10.220100402832 10.217800140381 9.7922601699829 9.7923402786255 10.352800051371 10.656699816386 10.543699900309 10.461833635966 10.545650005341 9.9971103668213 9.880220413208 9.8308696746826 9.9315595626831 9.9147901535034 9.685830116272 9.6213502883911 10.021200180054 9.9718198776245 9.6433801651001 9.5935918807983 9.9189039230347 9.8399299621582 10.15700006485 9.6562141418457 9.3804998397827 9.3202695846558 9.2250995635986 10.174799919128 9.1980698903402 9.7748600641886 10.021430015564 9.693229675293 10.07709980011 9.9229402542114 10.591066996257 9.1185803413391 9.4847796758016 9.6348136266073
b2595 10.068099975586 10.100799560547 10.239100456238 10.226599693298 10.093799591064 10.085700035095 10.215699672699 9.858555316925 9.6778950691223 9.6767549514771 9.5788402557373 10.158599853516 10.015725135803 9.6619100570679 10.085700035095 9.7038698196411 9.3906803131104 10.330599784851 9.9851598739624 9.569239616394 9.3308801651001 10.516400019328 10.57976659139 10.77680015564 10.15870030721 10.685750007629 10.050100326538 9.9251804351807 9.7858695983887 9.4504098892212 10.02379989624 10.075499534607 9.8229503631592 10.397100448608 10.300700187683 10.050700187683 10.098220062256 10.193860054016 10.476539993286 10.314249992371 9.0760578155518 9.5150299072266 9.14391040802 9.2814502716064 9.8553266525269 8.2984067598979 9.8589035669963 9.9861598014832 9.5480699539185 9.9543800354004 9.8718004226685 9.7970803578695 9.2575902938843 8.7134432792664 9.3123633066813
b2786 8.0084495544434 8.1660299301147 8.0699701309204 7.9396200180054 7.7460598945618 7.7298698425293 7.7991149425507 7.9774599075317 7.9181699752808 7.8645248413086 7.6323499679565 7.8497400283813 7.5384998321533 7.4908351898193 7.6260499954224 7.5596499443054 7.5287599563599 7.8536901473999 7.6940097808838 7.1402201652527 7.3549199104309 7.9585633277893 8.2385231653849 8.1752599080404 8.092303276062 7.8171651363373 7.798180103302 7.8581600189209 7.7265200614929 7.6706399917603 8.0392599105835 7.7691798210144 7.8274998664856 8.0150203704834 7.824490070343 7.6394801139832 7.762543964386 7.7790880203247 7.6972319602966 7.8973450660706 7.7758480072021 7.6667199134827 7.4814801216125 7.5865697860718 7.8790432612101 8.0096166928609 7.5444768269857 8.0327951908112 7.6827402114868 7.9013800621033 8.1149702072144 7.3682800928752 7.5126149654388 7.0217000643412 7.5185766220093
b4113 8.4264497756958 8.4924802780151 8.2779302597046 8.4624700546265 8.2307195663452 7.8897099494934 8.0136699676514 7.9745299816132 8.1120848655701 8.1558151245117 8.1166896820068 8.0402102470398 7.9788801670074 7.911759853363 8.0651302337646 8.0362997055054 8.4213895797729 8.1663103103638 8.0010204315186 8.2227697372437 8.101149559021 8.3310203552246 8.2857535680135 8.2855234146118 8.6411997477214 8.0569152832031 7.9734001159668 8.0993204116821 8.1083698272705 8.0982303619385 8.1009397506714 9.1924800872803 9.2461595535278 8.5415201187134 8.4075498580933 8.820839881897 8.6697177886963 8.1541440963745 8.3897438049316 8.2086853981018 8.2287441253662 8.4678897857666 8.31725025177 8.185959815979 8.909543355306 8.5669199625651 9.1179033915202 8.7294049263 8.9137802124023 8.7406597137451 8.7177095413208 8.9093767801921 8.0606002807617 8.2338166236877 8.4805334409078
b4112 8.4739599227905 8.5738201141357 8.535849571228 8.4202003479004 8.380820274353 8.4354801177979 8.215744972229 8.3384447097778 8.4271750450134 8.4055099487305 8.3747596740723 8.1941447257996 8.3136548995972 8.3123698234558 8.2930603027344 8.4127597808838 8.4389896392822 8.4174900054932 8.2507600784302 8.3493299484253 8.42982006073 8.4299033482869 8.427280108134 8.3667465845744 8.8357168833415 8.5726852416992 8.327919960022 8.4387798309326 8.5006198883057 8.5621900558472 8.3590898513794 8.9146299362183 8.9650602340698 8.5670003890991 8.7098598480225 8.6289501190186 8.716554069519 8.4361759185791 8.5194881439209 8.3072848320007 8.4449680328369 8.5824003219604 8.5520401000977 8.5295600891113 9.0518830617269 8.9356899261475 8.8907766342163 8.8542652130127 8.7477102279663 8.6998100280762 8.6839399337769 8.277733484904 8.2808351516724 8.1819267272949 8.3959668477376
b3570 9.0809202194214 9.185359954834 8.8640003204346 9.0800895690918 8.6915903091431 8.8265800476074 9.8673148155212 10.045690059662 9.8671097755432 9.7583150863647 9.0689496994019 10.076200008392 9.8426651954651 9.7466549873352 9.3823204040527 9.3485298156738 9.1171197891235 9.6176700592041 9.1748104095459 9.0646600723267 8.7037296295166 9.43217309316 9.1810998916626 9.3127997716268 9.4280834197998 10.21680021286 10.138999938965 10.554900169373 10.351099967957 10.407699584961 10.32409954071 9.9046697616577 9.6742000579834 9.3975200653076 10.046699523926 10.040599822998 7.8389399528503 7.9380558013916 7.8716578483582 10.181200027466 8.5836019515991 9.9111795425415 8.4125995635986 8.2369403839111 7.8686898549398 8.4717133839925 8.5568634668986 9.0810351371765 8.9897899627686 9.054160118103 8.9060096740723 7.3201500574748 8.2660450935364 7.7399433453878 7.9058332443237
b2480 10.297200202942 10.353099822998 10.17259979248 10.395099639893 10.034399986267 9.7132797241211 9.972119808197 9.827260017395 9.6582651138306 9.758385181427 9.2584199905396 10.039100170135 10.100550174713 10.066499710083 10.129300117493 9.9605703353882 10.110199928284 10.498999595642 10.236800193787 9.8608598709106 9.7876901626587 11.182300249736 11.232000033061 11.268300056458 10.65220006307 10.831150054932 9.9748296737671 9.864990234375 9.8345699310303 9.7854900360107 9.9908399581909 10.460800170898 10.418100357056 9.8303699493408 10.543100357056 10.283399581909 9.7729801177979 9.8420181274414 10.182339859009 10.368949890137 8.6702119827271 9.9986000061035 9.1790895462036 9.2257995605469 9.9252634048462 8.2101368904114 10.550923347473 10.021719932556 9.5264501571655 10.001600265503 9.71399974823 9.3402833938599 9.2086548805237 8.5345832506816 9.455836613973
b2182 7.7080101966858 7.9876899719238 8.2267503738403 7.9956698417664 7.7991299629211 8.0105600357056 7.7625300884247 7.9569852352142 7.8532948493958 7.9370701313019 7.8786301612854 7.9183599948883 8.0830945968628 8.1178250312805 8.1527996063232 8.0909204483032 7.9220900535583 8.1319198608398 8.3431396484375 7.8571500778198 7.847149848938 7.7043633460999 8.0326464970907 8.0243132909139 7.9266200065613 8.1172199249268 7.7510099411011 7.9668698310852 8.0244798660278 8.021710395813 7.9929599761963 7.4861302375793 7.8783898353577 7.850989818573 7.76416015625 7.3393201828003 8.3357679367065 8.0934241294861 8.0431119918823 7.823059797287 7.6312219619751 7.6962599754333 7.9555501937866 7.818950176239 8.0526631673177 7.6409800847371 7.6303033828735 7.5485000610352 7.4602098464966 7.5183200836182 7.6874899864197 9.3100732167562 7.9149448871613 7.8392165501912 7.9927868843079
b3533 8.321849822998 8.4194097518921 8.5189304351807 8.2775001525879 8.5066404342651 8.3851404190063 8.3365802764893 8.3558397293091 8.3831553459167 8.4611897468567 8.5271301269531 8.4240303039551 8.3330750465393 8.4149751663208 8.0585899353027 8.0522003173828 7.7215099334717 7.987850189209 7.9591298103333 7.8789801597595 8.1203002929688 7.827436765035 7.7348232269287 7.8385632832845 8.2297531763713 7.504830121994 8.4607696533203 8.5916500091553 8.6249198913574 8.5792598724365 8.2578401565552 7.8189601898193 7.8479700088501 7.9837098121643 8.0195598602295 7.9825801849365 8.1571458816528 8.1306699752808 8.1192499160767 8.1408948898315 8.3926857948303 8.3680801391602 8.3047103881836 8.3681602478027 7.7845333417257 8.692450205485 8.2571099599202 8.2734503746033 8.344090461731 8.4314804077148 8.6747999191284 7.6038765907288 8.1346249580383 7.7114132245382 7.7636332511902
b3532 8.5089797973633 8.5423002243042 8.4595699310303 8.5466299057007 8.7141399383545 8.6231698989868 8.8296399116516 8.8099851608276 8.7360148429871 8.7660903930664 8.9043998718262 8.8058748245239 8.7765650749207 8.7095351219177 8.4252500534058 8.4909200668335 8.1927604675293 8.5898599624634 8.2736301422119 8.5070695877075 8.5803804397583 8.2025833129883 8.0552767117818 8.2159767150879 8.7561731338501 8.0985298156738 8.8570899963379 8.8871202468872 8.9295101165771 8.9221897125244 8.7300901412964 8.2011499404907 8.4448099136353 8.4672298431396 8.422550201416 8.4188203811646 8.5870559692383 8.5870359420776 8.6418300628662 8.5322098731995 8.810807800293 8.5965204238892 8.480489730835 8.6397304534912 8.1476370493571 9.0881697336833 8.5738468170166 8.9205298423767 8.9563503265381 8.8000497817993 9.049280166626 7.868883450826 8.4937996864319 7.9978866577148 8.4006366729736
b3530 8.1874799728394 8.3611297607422 8.4319295883179 8.3378400802612 8.3369998931885 8.1537103652954 8.512490272522 8.737144947052 8.8474750518799 8.9534449577332 9.3590202331543 8.566074848175 8.5947399139404 8.7142300605774 8.3403396606445 8.5700397491455 8.9442901611328 8.2371101379395 8.3200798034668 8.5320596694946 8.625340461731 8.9997034072876 8.6819998423258 8.4453233083089 8.5878636042277 8.0007898807526 8.7093601226807 8.8380098342896 8.8436498641968 9.018349647522 8.7300901412964 9.1525096893311 9.3586397171021 8.4536895751953 8.4873895645142 9.2235298156738 9.5875179290771 8.4308639526367 8.8154661178589 8.3029398918152 9.3802820205688 9.604040145874 8.9113998413086 8.6413402557373 8.184876759847 9.058996518453 8.3647998174032 8.8444652557373 8.8973999023438 8.6815996170044 9.1093597412109 8.5926599502563 8.9743800163269 9.4173234303792 9.0691731770833
b3536 9.1007699966431 9.2641000747681 8.7804403305054 8.2344303131104 8.187310218811 8.2818803787231 8.3701553344727 8.7066750526428 8.5620698928833 8.725170135498 8.517370223999 8.5880947113037 8.0508799552917 7.7554349899292 8.8878698348999 8.9937601089478 9.6545600891113 9.2988500595093 8.8116397857666 9.11083984375 8.9712200164795 8.5460999806722 8.3847300211589 8.2535966237386 7.5139633814494 7.7976098060608 8.5391798019409 8.38796043396 8.4409198760986 8.2795295715332 8.8822603225708 9.6950998306274 9.7989101409912 8.0467500686646 9.0966196060181 8.8724098205566 8.4109437942505 8.3980180740356 8.2834839820862 8.4600553512573 7.9000779151917 8.5529098510742 7.5995697975159 8.2159004211426 7.9344269434611 7.8509564399719 8.4357465108236 9.6344051361084 9.2984600067139 8.8291301727295 9.1869096755981 8.4850699106852 8.5622200965881 8.1999567349752 8.5890134175618
b3537 8.4296903610229 8.8930702209473 8.2554502487183 7.5807700157166 7.4838800430298 7.8675198554993 7.5273101329803 7.9148650169373 7.800760269165 7.9759948253632 7.6296401023865 7.5466349124908 7.1242198944092 6.8256847858429 7.9674401283264 8.2527599334717 8.5204296112061 8.8600797653198 8.2003202438354 7.9731001853943 7.8126001358032 7.6360767682393 7.7640832265218 7.4669466018677 7.0243933995565 7.0281898975372 7.7268300056458 7.4860601425171 7.7192702293396 7.3934001922607 8.5783100128174 9.131139755249 9.4569396972656 7.3014898300171 8.2934398651123 8.1641101837158 7.9470997810364 7.682336139679 7.5958020210266 7.7269299030304 7.1734379768372 7.2341899871826 6.1677298545837 6.3512401580811 7.1750768025716 7.1063601175944 7.9121764500936 8.4312200546265 8.2856397628784 7.656720161438 8.0611095428467 7.9104132652283 8.0696201324463 7.8638099034627 8.2424298922221
b3538 7.8302998542786 8.0088500976562 7.327320098877 7.8608899116516 7.5900301933289 7.4903998374939 7.6089749336243 7.7555201053619 7.4999499320984 7.7092599868774 7.0113301277161 7.7719900608063 7.4021050930023 7.2120699882507 8.3184995651245 8.1538496017456 7.7460098266602 8.6006002426147 8.3051700592041 7.5676999092102 7.6610198020935 7.5914832750956 7.635509967804 7.4844667116801 7.3529232343038 7.5171148777008 7.5844697952271 7.5811800956726 7.6758599281311 7.4473600387573 8.1145601272583 7.5200901031494 7.7682600021362 7.3148198127747 7.907350063324 7.5724000930786 7.4994260787964 7.2683360099792 7.4307540893555 7.3886051177979 7.1317519187927 7.6775197982788 7.0290498733521 7.227059841156 7.2097067832947 7.4862367312113 7.7868800163269 8.0925297737122 7.866879940033 8.0223197937012 8.0106296539307 8.0073866844177 8.6394348144531 8.1746168136597 8.5374399820964
b3531 7.9539799690247 7.916759967804 7.9746699333191 7.8807401657104 8.1021604537964 8.1354198455811 7.9939000606537 8.0190801620483 8.0550651550293 8.0272600650787 8.1889495849609 8.0384950637817 8.0685801506042 8.1104598045349 7.8408098220825 7.8183398246765 7.668429851532 7.9481000900269 7.686429977417 7.797110080719 7.8975200653076 7.5240035057068 7.540313243866 7.519029935201 7.8414467175802 7.3775949478149 8.1216697692871 8.0622301101685 8.2036895751953 8.1723804473877 8.1160097122192 7.8163800239563 7.8233199119568 7.8205499649048 7.8093900680542 7.7241401672363 7.8305459022522 7.7557761192322 7.6949000358582 7.8614048957825 8.0228859901428 8.027759552002 7.4995198249817 7.9677400588989 7.7071866989136 8.4205567042033 7.8085867563883 8.1215200424194 8.2008399963379 7.9592900276184 8.309889793396 7.3950432141622 8.1636300086975 7.4285699526469 7.9085466066996
b1481 6.9228901863098 6.7148900032043 6.8882899284363 7.0708599090576 7.5398001670837 7.4143600463867 6.5776350498199 6.594064950943 6.6900351047516 6.6162450313568 6.8504900932312 6.5562047958374 6.6963798999786 6.751699924469 7.2549700737 7.5225901603699 7.6245398521423 6.9942097663879 7.3494100570679 7.6437101364136 8.2243099212646 9.4935499827067 7.9537032445272 7.6811100641886 7.5177933375041 7.4020700454712 6.8605399131775 6.7635498046875 6.8250999450684 6.6784200668335 6.952320098877 7.0804500579834 7.6083998680115 6.8983697891235 7.3762202262878 7.772910118103 7.3420479774475 6.6936639785767 8.9635238647461 7.0441799163818 6.9728219985962 7.6658101081848 6.5749001502991 7.2881999015808 7.2905432383219 7.3075766563416 7.3686866760254 6.8933401107788 6.6002597808838 6.8188300132751 6.571310043335 6.4808033307393 6.8601350784302 6.5428133010864 6.3840033213298
b0311 9.2024002075195 8.5670700073242 8.6688804626465 8.8516998291016 8.6863203048706 9.1105899810791 9.1888699531555 9.1434049606323 9.2605996131897 9.6446251869202 9.4310398101807 9.0579400062561 9.1687250137329 9.6815600395203 9.5025796890259 9.5233697891235 9.7732601165771 9.2616596221924 9.1024198532104 9.3512001037598 9.8681697845459 8.7062301635742 8.2776699066162 8.2993466059367 8.4890998204549 8.5465097427368 9.3260698318481 9.346019744873 9.1243801116943 9.1244497299194 9.4875402450562 8.5580596923828 8.7408399581909 9.0231800079346 8.961669921875 9.3196401596069 8.3388118743896 8.4101379394531 8.5745920181274 8.3112697601318 8.6956420898437 9.1809396743774 9.1635704040527 9.9228200912476 8.4649667739868 8.4597398440043 8.8911701838175 8.3565249443054 8.6371097564697 8.4188299179077 8.7119302749634 7.4254233042399 8.2350053787231 7.7212533950806 8.2758099238078
b0312 9.4716701507568 8.6380300521851 8.5248203277588 8.9240398406982 8.5794496536255 9.323920249939 9.951379776001 9.7174849510193 9.789134979248 10.253849983215 10 9.574049949646 9.8400602340698 10.35370016098 9.975170135498 10.170800209045 10.206100463867 9.6367702484131 9.4078798294067 9.6705503463745 10.217300415039 8.857793490092 7.8427198727926 7.95263671875 7.9838067690531 7.8295352458954 9.9771099090576 9.8181200027466 9.537070274353 9.5695199966431 9.7754402160645 8.8986597061157 8.9293098449707 9.3931303024292 9.3952302932739 9.8006401062012 7.9796319007874 8.2013359069824 8.5931541442871 8.2483649253845 8.2616140365601 9.8301601409912 8.4045495986938 9.9180097579956 8.208270072937 7.4955067634583 9.3804032007853 7.8749148845673 7.7839097976685 7.7620701789856 7.8250799179077 7.6072066624959 8.4302501678467 7.2973799705505 8.0128566424052
b0313 9.5134696960449 8.8630695343018 8.8282499313354 9.0242099761963 9.0263595581055 9.3883800506592 9.9740400314331 9.699725151062 9.6216149330139 9.9362201690674 9.7764301300049 9.7338700294495 9.8048052787781 10.142600059509 9.7642202377319 9.805700302124 9.9530601501465 9.3631296157837 9.306079864502 9.4220304489136 9.7934598922729 8.9736166000366 8.2137600580851 8.2354965209961 8.3795833587646 8.141049861908 9.8847703933716 9.7247800827026 9.5023097991943 9.6653499603271 9.7323303222656 8.7427101135254 8.639030456543 9.2370595932007 9.3703098297119 9.4829702377319 8.2881721496582 8.3114757537842 8.539760017395 8.2549452781677 8.4848360061646 9.8708696365356 8.7710199356079 10.593400001526 8.581153233846 8.2506100336711 9.1067632039388 8.1692051887512 8.1557502746582 7.8922600746155 8.0076999664307 6.9365401268005 8.6173448562622 7.9775133132935 8.4228165944417
b0314 8.6719102859497 8.5921602249146 8.6636600494385 8.5954704284668 8.9261703491211 8.9713802337646 8.7901949882507 8.4779500961304 8.4240999221802 8.4716749191284 8.4341602325439 8.48734998703 8.5626797676086 8.5087299346924 8.7364902496338 8.6396398544312 8.4428300857544 8.4720802307129 8.3307800292969 8.2942695617676 8.5017204284668 8.7291100819906 8.3393135070801 8.3372166951497 8.5556001663208 8.3583202362061 8.8869104385376 8.7482099533081 8.5389699935913 8.7647104263306 8.6658496856689 7.9756698608398 8.3218002319336 8.5997400283813 8.4274501800537 8.6188201904297 8.3855438232422 8.3869558334351 8.2986280441284 8.3371453285217 9.228897857666 9.0447998046875 8.9971704483032 9.5954303741455 8.7652963002523 8.8278102874756 8.8729066848755 8.1548900604248 8.4161195755005 8.325909614563 8.162389755249 7.9356099764506 7.9456450939178 8.5381867090861 8.4862101872762
b3337 7.8769998550415 7.4433097839355 7.9209799766541 7.4964599609375 7.5927700996399 8.0225296020508 8.0148098468781 8.0201849937439 7.8274748325348 7.9591500759125 7.8509798049927 7.9709601402283 7.9680302143097 7.9010949134827 7.7321100234985 7.7442998886108 8.1327896118164 7.8222899436951 7.4307098388672 7.8857002258301 8.1551704406738 8.4026732444763 7.8620367050171 8.4641801516215 8.756199836731 8.151515007019 8.1955099105835 7.9005799293518 7.8914399147034 7.7750601768494 8.1358098983765 9.277440071106 7.5364398956299 7.6105799674988 8.215669631958 8.684229850769 7.9784658432007 7.998148059845 7.9637800216675 7.439355134964 8.2927040100098 8.0549802780151 8.1537704467773 8.9219999313354 8.1949434280396 9.1941668192546 8.1722366015116 8.5234346389771 8.4922895431519 8.054949760437 8.0905504226685 8.4783166249593 7.9904699325562 9.3743235270182 8.3371432622274
b3336 7.1254901885986 7.2665200233459 7.5019798278809 6.9215798377991 6.6546001434326 6.6088099479675 7.62126994133 8.5232748985291 8.4506549835205 8.8173551559448 9.4004697799683 7.6983551979065 7.6731700897217 7.3104050159454 9.2680902481079 9.5620403289795 10.509900093079 8.7182397842407 8.8211097717285 9.054759979248 9.5947799682617 10.93363348643 10.056153297424 9.3692798614502 8.2127696673075 8.6970553398132 8.3375701904297 8.2524795532227 8.0030002593994 8.1466903686523 8.4942903518677 10.339200019836 10.809700012207 9.0928602218628 9.3998003005981 10.39910030365 11.125200080872 9.4465721130371 10.674779891968 9.2870101928711 10.032495880127 11.612899780273 9.2966995239258 8.5313100814819 7.6956699689229 8.7665667533875 7.7882232666016 7.683629989624 8.2152700424194 8.3214597702026 7.2485299110413 10.726233482361 8.2175848484039 8.5006635983785 7.7204699516296
b2901 9.722240447998 9.5091896057129 9.5799398422241 9.9018402099609 9.8966302871704 9.6492395401001 9.3119149208069 9.4167251586914 9.368595123291 9.4895796775818 9.5402002334595 9.3566150665283 9.5061149597168 9.6400952339172 9.2726497650146 9.4731101989746 9.5178899765015 9.3615999221802 9.6231603622437 9.6596202850342 9.5050497055054 9.6808099746704 9.8569965362549 9.9970801671346 9.1741800308228 9.8355603218079 9.5668697357178 9.6192102432251 9.55774974823 9.6312103271484 9.5222196578979 9.550609588623 9.6466798782349 9.2422399520874 9.3022298812866 9.3673801422119 9.0699298858643 9.5251979827881 9.3655179977417 9.3699650764465 8.6058019638062 8.8506698608398 8.5951499938965 8.2514696121216 9.3894465764364 8.3981634775798 9.6520001093547 9.7399749755859 9.7235298156738 9.8188800811768 9.8122701644897 9.448166847229 8.8792951107025 8.1317032178243 8.4569864273071
b3721 5.8011999130249 5.751039981842 5.8471598625183 5.703489780426 6.735050201416 6.6245398521423 5.7177901268005 5.7886049747467 5.6820948123932 5.9649000167847 5.8094501495361 5.7173600196838 5.7489349842072 5.8433399200439 5.7626800537109 5.5970001220703 5.7601099014282 5.7533302307129 5.8438701629639 5.6843199729919 5.8976302146912 5.5125300089518 5.5702567100525 5.5254966417948 5.8599834442139 5.9539749622345 5.7601799964905 5.7564702033997 5.8988399505615 6.223219871521 5.8246002197266 5.8776998519897 5.7515897750854 5.5882902145386 5.8096599578857 5.5614199638367 5.7187960624695 5.9373880386353 5.8300259590149 5.9762299060822 6.3322460174561 6.1384701728821 6.4467301368713 6.1711502075195 5.8588201204936 6.6397633552551 5.8729465802511 5.9168000221252 5.7314701080322 6.059919834137 5.6705598831177 5.1227633158366 5.4797401428223 5.8232399622599 5.4270898501078
b3722 6.9354701042175 6.8080801963806 6.8277101516724 6.9314098358154 7.0762701034546 7.077730178833 6.8034601211548 6.8204350471497 6.8634750843048 6.9552249908447 6.8834500312805 6.7598600387573 6.8090200424194 6.9983348846436 6.7407999038696 6.7201099395752 6.7926797866821 6.7725501060486 6.8346099853516 6.809919834137 6.988890171051 6.6231333414714 6.6183166503906 6.6261200904846 7.0351567268372 7.0593101978302 6.7389001846313 6.7142300605774 6.9236397743225 7.2124800682068 6.7188801765442 6.865180015564 6.7237901687622 6.559730052948 6.7286901473999 6.7529602050781 6.785844039917 6.8195479393005 6.8746180534363 6.8719999790192 7.0703819274902 6.6885299682617 6.8323798179626 7.0239200592041 6.9510666529338 7.6177466710409 6.63036998113 6.8727250099182 6.9229397773743 6.7896099090576 6.6574997901917 6.4234433174133 7.5237996578217 7.041823387146 7.2376467386882
